entity,complexity,domain,priority
MATHS_ENUM_LITERAL,SIMPLE,misc,115
MATHS_FUNCTION,SIMPLE,misc,115
MATHS_INTEGER_VARIABLE,SIMPLE,misc,115
MATHS_REAL_VARIABLE,SIMPLE,misc,115
MATHS_SPACE,SIMPLE,misc,115
MATHS_STRING_VARIABLE,SIMPLE,misc,115
MATHS_TUPLE_LITERAL,SIMPLE,misc,115
MATHS_VALUE_PRECISION_QUALIFIER,SIMPLE,misc,115
MATHS_VARIABLE,SIMPLE,misc,115
MATING_MATERIAL,SIMPLE,misc,115
MATING_MATERIAL_ITEMS,SIMPLE,misc,115
MAXIMUM_FUNCTION,SIMPLE,misc,115
MINIMUM_FUNCTION,SIMPLE,misc,115
MINUS_EXPRESSION,SIMPLE,misc,115
MINUS_FUNCTION,SIMPLE,misc,115
MIN_AND_MAJOR_PLY_ORIENTATION_BASIS,SIMPLE,misc,115
MODIFIED_PATTERN,SIMPLE,misc,115
MOD_EXPRESSION,SIMPLE,misc,115
MULTIPLE_ARITY_BOOLEAN_EXPRESSION,SIMPLE,misc,115
MULTIPLE_ARITY_FUNCTION_CALL,SIMPLE,misc,115
MULTIPLE_ARITY_GENERIC_EXPRESSION,SIMPLE,misc,115
MULTIPLE_ARITY_NUMERIC_EXPRESSION,SIMPLE,misc,115
MULTIPLY_DEFINED_PLACEMENTS,SIMPLE,misc,115
MULTIPLY_DEFINED_VERTICES,SIMPLE,misc,115
MULTI_LEVEL_REFERENCE_DESIGNATOR,SIMPLE,misc,115
MULT_EXPRESSION,SIMPLE,misc,115
NON_AGREED_ACCURACY_PARAMETER_USAGE,SIMPLE,misc,115
NON_AGREED_SCALE_USAGE,SIMPLE,misc,115
NON_REFERENCED_COORDINATE_SYSTEM,SIMPLE,system,115
NOT_EXPRESSION,SIMPLE,misc,115
NUMERIC_DEFINED_FUNCTION,SIMPLE,misc,115
NUMERIC_EXPRESSION,SIMPLE,misc,115
NUMERIC_VARIABLE,SIMPLE,misc,115
ODD_FUNCTION,SIMPLE,misc,115
OR_EXPRESSION,SIMPLE,misc,115
OUTER_ROUND,SIMPLE,misc,115
PARALLEL_COMPOSED_FUNCTION,SIMPLE,misc,115
PARALLEL_GEOMETRIC_CONSTRAINT,SIMPLE,log_audit,115
PARALLEL_OFFSET,SIMPLE,misc,115
PARALLEL_OFFSET_GEOMETRIC_CONSTRAINT,SIMPLE,log_audit,115
PARTIAL_DERIVATIVE_EXPRESSION,SIMPLE,misc,115
PARTIAL_DERIVATIVE_FUNCTION,SIMPLE,misc,115
PART_LAMINATE_TABLE,SIMPLE,misc,115
PATH_AREA_WITH_PARAMETERS,SIMPLE,misc,115
PATTERN_OFFSET_MEMBERSHIP,SIMPLE,misc,115
PATTERN_OMIT_MEMBERSHIP,SIMPLE,misc,115
PERCENTAGE_LAMINATE_TABLE,SIMPLE,misc,115
PERPENDICULAR_GEOMETRIC_CONSTRAINT,SIMPLE,log_audit,115
PERPENDICULAR_TO,SIMPLE,misc,115
PLACEMENT,SIMPLE,misc,115
PLUS_EXPRESSION,SIMPLE,misc,115
PLY_LAMINATE_TABLE,SIMPLE,misc,115
PLY_ORIENTATION_ANGLE,SIMPLE,misc,115
POLAR_11,SIMPLE,misc,115
POLAR_COMPLEX_NUMBER_REGION,SIMPLE,misc,115
POLYGONAL_AREA,SIMPLE,misc,115
POWER_EXPRESSION,SIMPLE,misc,115
PRECISION_QUALIFIER,SIMPLE,misc,115
PRESCRIBED_PATH,SIMPLE,misc,115
PRESENTED_ITEM,SIMPLE,misc,115
PRE_DEFINED_CHARACTER_GLYPH,SIMPLE,misc,115
PRE_DEFINED_TILE,SIMPLE,misc,115
PRIMITIVE_2D,SIMPLE,misc,115
PROCESS_PROPERTY_ASSOCIATION,MEDIUM,action,115
PROJECTION_DIRECTED_CALLOUT,SIMPLE,misc,115
PROMISSORY_USAGE_OCCURRENCE,SIMPLE,misc,115
PROTRUSION,SIMPLE,misc,115
PYRAMID_VOLUME,SIMPLE,misc,115
QUALITATIVE_UNCERTAINTY,SIMPLE,misc,115
QUANTIFIER_EXPRESSION,SIMPLE,misc,115
RADIUS_GEOMETRIC_CONSTRAINT,SIMPLE,log_audit,115
RANGE_CHARACTERISTIC,SIMPLE,misc,115
REAL_DEFINED_FUNCTION,SIMPLE,misc,115
REAL_LITERAL,SIMPLE,misc,115
REAL_NUMERIC_VARIABLE,SIMPLE,misc,115
REAL_TUPLE_LITERAL,SIMPLE,misc,115
REGULAR_TABLE_FUNCTION,SIMPLE,misc,115
REINDEXED_ARRAY_FUNCTION,SIMPLE,misc,115
REINFORCEMENT_ORIENTATION_BASIS,SIMPLE,misc,115
RELATIVE_EVENT_OCCURRENCE,SIMPLE,log_audit,115
REMOVAL_VOLUME,SIMPLE,misc,115
REPACKAGING_FUNCTION,SIMPLE,misc,115
REQUIREMENT_ASSIGNED_OBJECT,SIMPLE,misc,115
REQUIREMENT_SOURCE,SIMPLE,misc,115
RESOURCE_REQUIREMENT_TYPE,SIMPLE,resource,115
RESTRICTION_FUNCTION,SIMPLE,misc,115
RETENTION,SIMPLE,misc,115
RIB_TOP,SIMPLE,misc,115
RIB_TOP_FLOOR,SIMPLE,misc,115
RIGHT_CIRCULAR_CONE,SIMPLE,misc,115
RIGHT_CIRCULAR_CYLINDER,SIMPLE,misc,115
RIGHT_TO_USAGE_ASSOCIATION,SIMPLE,misc,115
RIGID_SUBSKETCH,SIMPLE,misc,115
ROLE_ASSOCIATION,SIMPLE,misc,115
ROUNDED_END,SIMPLE,misc,115
ROW_VALUE,SIMPLE,misc,115
RULE_CONDITION,SIMPLE,misc,115
RULE_SET,SIMPLE,misc,115
RULE_SUPERSEDENCE,SIMPLE,misc,115
SATISFIED_REQUIREMENT,SIMPLE,misc,115
SATISFIES_REQUIREMENT,SIMPLE,misc,115
SATISFYING_ITEM,SIMPLE,misc,115
SCANNED_DATA_ITEM,SIMPLE,misc,115
SCANNER_BASIC_PROPERTIES,SIMPLE,misc,115
SELECTOR_FUNCTION,SIMPLE,misc,115
SERIES_COMPOSED_FUNCTION,SIMPLE,misc,115
SIMPLE_BOOLEAN_EXPRESSION,SIMPLE,misc,115
SIMPLE_CLAUSE,SIMPLE,misc,115
SIMPLE_GENERIC_EXPRESSION,SIMPLE,misc,115
SIMPLE_NUMERIC_EXPRESSION,SIMPLE,misc,115
SIMPLE_STRING_EXPRESSION,SIMPLE,misc,115
SIN_FUNCTION,SIMPLE,misc,115
SLASH_EXPRESSION,SIMPLE,misc,115
SOFTWARE_FOR_DATA_QUALITY_CHECK,SIMPLE,misc,115
SOURCED_REQUIREMENT,SIMPLE,misc,115
SOURCE_FOR_REQUIREMENT,SIMPLE,misc,115
SPHERE,SIMPLE,misc,115
SQL_MAPPABLE_DEFINED_FUNCTION,SIMPLE,misc,115
SQUARE_ROOT_FUNCTION,SIMPLE,misc,115
STANDARD_TABLE_FUNCTION,SIMPLE,misc,115
STANDARD_UNCERTAINTY,SIMPLE,misc,115
STATECHAR_OBJECT,SIMPLE,misc,115
STATECHAR_TYPE_OBJECT,SIMPLE,misc,115
STATE_OBSERVED,SIMPLE,misc,115
STATE_PREDICTED,SIMPLE,misc,115
STATE_TYPE,SIMPLE,misc,115
STRING_DEFINED_FUNCTION,SIMPLE,misc,115
STRING_EXPRESSION,SIMPLE,misc,115
STRING_LITERAL,SIMPLE,misc,115
STRING_VARIABLE,SIMPLE,misc,115
SUBSKETCH,SIMPLE,misc,115
SUBSTRING_EXPRESSION,SIMPLE,misc,115
SU_PARAMETERS,SIMPLE,misc,115
SYMMETRIC_BANDED_MATRIX,SIMPLE,log_audit,115
SYMMETRIC_MATRIX,SIMPLE,log_audit,115
SYMMETRY_GEOMETRIC_CONSTRAINT,SIMPLE,log_audit,115
TANGENT,SIMPLE,misc,115
TANGENT_GEOMETRIC_CONSTRAINT,SIMPLE,log_audit,115
TAN_FUNCTION,SIMPLE,misc,115
TAPER,SIMPLE,misc,115
TETRAHEDRON,SIMPLE,misc,115
TETRAHEDRON_VOLUME,SIMPLE,misc,115
THICKNESS_LAMINATE_TABLE,SIMPLE,misc,115
TOROIDAL_VOLUME,SIMPLE,misc,115
TORUS,SIMPLE,misc,115
TURNED_KNURL,SIMPLE,misc,115
TYPE_QUALIFIER,SIMPLE,misc,115
UNARY_BOOLEAN_EXPRESSION,SIMPLE,misc,115
UNARY_FUNCTION_CALL,SIMPLE,misc,115
UNARY_GENERIC_EXPRESSION,SIMPLE,misc,115
UNARY_NUMERIC_EXPRESSION,SIMPLE,misc,115
UNCERTAINTY_QUALIFIER,SIMPLE,misc,115
UNUSED_PATCHES,SIMPLE,misc,115
USER_DEFINED_11,SIMPLE,misc,115
VALUE_FORMAT_TYPE_QUALIFIER,SIMPLE,misc,115
VALUE_FUNCTION,SIMPLE,misc,115
VALUE_RANGE,SIMPLE,misc,115
VARIABLE,SIMPLE,misc,115
VARIABLE_EXPRESSION,SIMPLE,misc,115
VARIABLE_SEMANTICS,SIMPLE,misc,115
VARIATIONAL_PARAMETER,SIMPLE,misc,115
VERSIONED_ACTION_REQUEST_RELATIONSHIP,MEDIUM,action,115
VOLUME,SIMPLE,misc,115
WRONGLY_PLACED_VOID,SIMPLE,misc,115
XOR_EXPRESSION,SIMPLE,misc,115
ZONE_STRUCTURAL_MAKEUP,SIMPLE,misc,115
ANALYSIS_ASSIGNMENT,MEDIUM,classification,110
AP242_ASSIGNMENT_OBJECT_RELATIONSHIP,MEDIUM,classification,110
APPLIED_APPROVAL_ASSIGNMENT,MEDIUM,classification,110
APPLIED_ATTRIBUTE_CLASSIFICATION_ASSIGNMENT,MEDIUM,classification,110
APPLIED_CERTIFICATION_ASSIGNMENT,MEDIUM,classification,110
APPLIED_CLASSIFICATION_ASSIGNMENT,MEDIUM,classification,110
APPLIED_CLASSIFICATION_ASSIGNMENT_RELATIONSHIP,MEDIUM,classification,110
APPLIED_CONTRACT_ASSIGNMENT,MEDIUM,classification,110
APPLIED_DATE_AND_TIME_ASSIGNMENT,MEDIUM,classification,110
APPLIED_DOCUMENT_USAGE_CONSTRAINT_ASSIGNMENT,MEDIUM,classification,110
APPLIED_EFFECTIVITY_ASSIGNMENT,MEDIUM,classification,110
APPLIED_EVENT_OCCURRENCE_ASSIGNMENT,MEDIUM,classification,110
APPLIED_EXTERNAL_IDENTIFICATION_ASSIGNMENT,MEDIUM,classification,110
APPLIED_EXTERNAL_IDENTIFICATION_ASSIGNMENT_RELATIONSHIP,MEDIUM,classification,110
APPLIED_IDENTIFICATION_ASSIGNMENT,MEDIUM,classification,110
APPLIED_INEFFECTIVITY_ASSIGNMENT,MEDIUM,classification,110
APPLIED_LOCATION_ASSIGNMENT,MEDIUM,classification,110
APPLIED_ORGANIZATIONAL_PROJECT_ASSIGNMENT,MEDIUM,classification,110
APPLIED_ORGANIZATION_ASSIGNMENT,MEDIUM,classification,110
APPLIED_ORGANIZATION_TYPE_ASSIGNMENT,MEDIUM,classification,110
APPLIED_PERSON_AND_ORGANIZATION_ASSIGNMENT,MEDIUM,classification,110
APPLIED_SECURITY_CLASSIFICATION_ASSIGNMENT,MEDIUM,classification,110
APPLIED_STATE_OBSERVED_ASSIGNMENT,MEDIUM,classification,110
APPLIED_STATE_TYPE_ASSIGNMENT,MEDIUM,classification,110
APPLIED_TIME_INTERVAL_ASSIGNMENT,MEDIUM,classification,110
ASSIGNMENT_OBJECT_RELATIONSHIP,MEDIUM,classification,110
ATTRIBUTE_CLASSIFICATION_ASSIGNMENT,MEDIUM,classification,110
ATTRIBUTE_LANGUAGE_ASSIGNMENT,MEDIUM,classification,110
ATTRIBUTE_VALUE_ASSIGNMENT,MEDIUM,classification,110
CC_DESIGN_DATE_AND_TIME_ASSIGNMENT,MEDIUM,classification,110
CC_DESIGN_PERSON_AND_ORGANIZATION_ASSIGNMENT,MEDIUM,classification,110
CERTIFICATION_ASSIGNMENT,MEDIUM,classification,110
CHANGE_GROUP_ASSIGNMENT,MEDIUM,classification,110
CLASSIFICATION_ASSIGNMENT,MEDIUM,classification,110
CLASSIFICATION_ASSIGNMENT_RELATIONSHIP,MEDIUM,classification,110
COLLECTION_ASSIGNMENT,MEDIUM,classification,110
CONFIGURED_EFFECTIVITY_ASSIGNMENT,MEDIUM,classification,110
DATE_AND_TIME_ASSIGNMENT,MEDIUM,classification,110
DOCUMENT_IDENTIFIER_ASSIGNMENT,MEDIUM,classification,110
DOCUMENT_USAGE_CONSTRAINT_ASSIGNMENT,MEDIUM,classification,110
EFFECTIVITY_ASSIGNMENT,MEDIUM,classification,110
EVENT_OCCURRENCE_ASSIGNMENT,MEDIUM,classification,110
EXTERNAL_IDENTIFICATION_ASSIGNMENT,MEDIUM,classification,110
EXTERNAL_IDENTIFICATION_ASSIGNMENT_RELATIONSHIP,MEDIUM,classification,110
EXTERNAL_SOURCE_RELATIONSHIP,MEDIUM,classification,110
FREE_FORM_ASSIGNMENT,MEDIUM,classification,110
FROZEN_ASSIGNMENT,MEDIUM,classification,110
GLOBAL_ASSIGNMENT,MEDIUM,classification,110
IDENTIFICATION_ASSIGNMENT,MEDIUM,classification,110
IDENTIFICATION_ASSIGNMENT_RELATIONSHIP,MEDIUM,classification,110
IDRM_CLASSIFICATION_ASSIGNMENT,MEDIUM,classification,110
LOCATION_ASSIGNMENT,MEDIUM,classification,110
MESSAGE_CONTENTS_ASSIGNMENT,MEDIUM,classification,110
MULTI_LANGUAGE_ATTRIBUTE_ASSIGNMENT,MEDIUM,classification,110
ORGANIZATIONAL_PROJECT_ASSIGNMENT,MEDIUM,classification,110
ORGANIZATION_TYPE_ASSIGNMENT,MEDIUM,classification,110
PERSON_AND_ORGANIZATION_ASSIGNMENT,MEDIUM,classification,110
REQUIREMENT_ASSIGNMENT,MEDIUM,classification,110
RULE_SUPERSEDED_ASSIGNMENT,MEDIUM,classification,110
SECURITY_CLASSIFICATION_ASSIGNMENT,MEDIUM,classification,110
STATE_DEFINITION_TO_STATE_ASSIGNMENT_RELATIONSHIP,MEDIUM,classification,110
STATE_OBSERVED_ASSIGNMENT,MEDIUM,classification,110
STATE_TYPE_ASSIGNMENT,MEDIUM,classification,110
TIME_INTERVAL_ASSIGNMENT,MEDIUM,classification,110
VERIFICATION_RELATIONSHIP,MEDIUM,validation,105
ANGLE_ASSEMBLY_CONSTRAINT_WITH_DIMENSION,MEDIUM,tolerance,100
CHANGE_COMPOSITION_RELATIONSHIP,MEDIUM,tolerance,100
DIMENSION_CALLOUT_COMPONENT_RELATIONSHIP,MEDIUM,tolerance,100
DIMENSION_CALLOUT_RELATIONSHIP,MEDIUM,tolerance,100
EXTERNALLY_DEFINED_DIMENSION_DEFINITION,MEDIUM,tolerance,100
FEATURE_FOR_DATUM_TARGET_RELATIONSHIP,MEDIUM,tolerance,100
GEOMETRIC_TOLERANCE_RELATIONSHIP,MEDIUM,tolerance,100
IMPLICIT_EXPLICIT_POSITIONED_SKETCH_RELATIONSHIP,MEDIUM,tolerance,100
PARALLEL_ASSEMBLY_CONSTRAINT_WITH_DIMENSION,MEDIUM,tolerance,100
PRODUCT_MATERIAL_COMPOSITION_RELATIONSHIP,MEDIUM,tolerance,100
STRUCTURED_DIMENSION_CALLOUT,MEDIUM,tolerance,100
TOLERANCE_ZONE_DEFINITION,MEDIUM,tolerance,100
ABRUPT_CHANGE_OF_SURFACE_NORMAL,COMPLEX,geometry,95
BOUNDARY_CURVE_OF_B_SPLINE_OR_RECTANGULAR_COMPOSITE_SURFACE,COMPLEX,geometry,95
BOUNDED_SURFACE_CURVE,COMPLEX,geometry,95
B_SPLINE_BASIS,COMPLEX,geometry,95
B_SPLINE_CURVE_KNOT_LOCATOR,COMPLEX,geometry,95
B_SPLINE_CURVE_SEGMENT,COMPLEX,geometry,95
B_SPLINE_SURFACE_KNOT_LOCATOR,COMPLEX,geometry,95
B_SPLINE_SURFACE_PATCH,COMPLEX,geometry,95
B_SPLINE_SURFACE_STRIP,COMPLEX,geometry,95
B_SPLINE_VOLUME,COMPLEX,geometry,95
B_SPLINE_VOLUME_WITH_KNOTS,COMPLEX,geometry,95
CLOSED_CURVE_STYLE_PARAMETERS,COMPLEX,geometry,95
COMPLEX_TRIANGULATED_SURFACE_SET,COMPLEX,geometry,95
COMPOSITE_CURVE_TRANSITION_LOCATOR,COMPLEX,geometry,95
CUBIC_BEZIER_TESSELLATED_EDGE,COMPLEX,geometry,95
CURVE_11,COMPLEX,geometry,95
CURVE_BASED_PATH,COMPLEX,geometry,95
CURVE_BASED_PATH_WITH_ORIENTATION,COMPLEX,geometry,95
CURVE_BASED_PATH_WITH_ORIENTATION_AND_PARAMETERS,COMPLEX,geometry,95
CURVE_DIMENSION,COMPLEX,geometry,95
CURVE_DISTANCE_GEOMETRIC_CONSTRAINT,COMPLEX,geometry,95
CURVE_LENGTH_GEOMETRIC_CONSTRAINT,COMPLEX,geometry,95
CURVE_SEGMENT_SET,COMPLEX,geometry,95
CURVE_SMOOTHNESS_GEOMETRIC_CONSTRAINT,COMPLEX,geometry,95
CURVE_STYLE_FONT_AND_SCALING,COMPLEX,geometry,95
CURVE_STYLE_FONT_PATTERN,COMPLEX,geometry,95
CURVE_STYLE_PARAMETERS_WITH_ENDS,COMPLEX,geometry,95
CURVE_WITH_EXCESSIVE_SEGMENTS,COMPLEX,geometry,95
CURVE_WITH_SMALL_CURVATURE_RADIUS,COMPLEX,geometry,95
DIFFERENT_CURVE_LENGTH,COMPLEX,geometry,95
DIFFERENT_SURFACE_AREA,COMPLEX,geometry,95
DIFFERENT_SURFACE_NORMAL,COMPLEX,geometry,95
DIMENSION_CURVE_DIRECTED_CALLOUT,COMPLEX,geometry,95
DIMENSION_CURVE_TERMINATOR,COMPLEX,geometry,95
DIMENSION_CURVE_TERMINATOR_TO_PROJECTION_CURVE_ASSOCIATIVITY,COMPLEX,geometry,95
DISCONTINUOUS_GEOMETRY,COMPLEX,geometry,95
DRAUGHTING_PRE_DEFINED_CURVE_FONT,COMPLEX,geometry,95
DUPIN_CYCLIDE_SURFACE,COMPLEX,geometry,95
ELEMENTARY_SURFACE,COMPLEX,geometry,95
ENTIRELY_NARROW_SURFACE,COMPLEX,geometry,95
ERRONEOUS_GEOMETRY,COMPLEX,geometry,95
EXCESSIVELY_HIGH_DEGREE_SURFACE,COMPLEX,geometry,95
EXTERNALLY_DEFINED_CURVE_FONT,COMPLEX,geometry,95
FACE_SURFACE_WITH_EXCESSIVE_PATCHES_IN_ONE_DIRECTION,COMPLEX,geometry,95
FILL_AREA_STYLE_TILE_CURVE_WITH_STYLE,COMPLEX,geometry,95
FIXED_REFERENCE_SWEPT_SURFACE,COMPLEX,geometry,95
G1_DISCONTINUOUS_SURFACE,COMPLEX,geometry,95
G2_DISCONTINUOUS_SURFACE,COMPLEX,geometry,95
GAP_BETWEEN_EDGE_AND_BASE_SURFACE,COMPLEX,geometry,95
GAP_BETWEEN_PCURVES_RELATED_TO_AN_EDGE,COMPLEX,geometry,95
GAP_BETWEEN_VERTEX_AND_BASE_SURFACE,COMPLEX,geometry,95
GEOMETRY_WITH_LOCAL_IRREGULARITY,COMPLEX,geometry,95
GEOMETRY_WITH_LOCAL_NEAR_DEGENERACY,COMPLEX,geometry,95
HIGH_DEGREE_AXI_SYMMETRIC_SURFACE,COMPLEX,geometry,95
HIGH_DEGREE_PLANAR_SURFACE,COMPLEX,geometry,95
INAPT_GEOMETRY,COMPLEX,geometry,95
INCONSISTENT_CURVE_TRANSITION_CODE,COMPLEX,geometry,95
INCONSISTENT_EDGE_AND_CURVE_DIRECTIONS,COMPLEX,geometry,95
INCONSISTENT_FACE_AND_SURFACE_NORMALS,COMPLEX,geometry,95
INCONSISTENT_SURFACE_TRANSITION_CODE,COMPLEX,geometry,95
INDISTINCT_CURVE_KNOTS,COMPLEX,geometry,95
INDISTINCT_SURFACE_KNOTS,COMPLEX,geometry,95
LINEAR_FLEXIBLE_AND_PLANAR_CURVE_PAIR,COMPLEX,geometry,95
LINK_MOTION_RELATIONSHIP,MEDIUM,kinematic,95
LOCALLY_REFINED_SPLINE_SURFACE,COMPLEX,geometry,95
LOCAL_B_SPLINE,COMPLEX,geometry,95
MISMATCH_OF_ARCWISE_CONNECTED_SURFACES,COMPLEX,geometry,95
MISMATCH_OF_ARCWISE_CONNECTED_SURFACES_BOUNDARY,COMPLEX,geometry,95
MISMATCH_OF_POINT_CLOUD_AND_RELATED_GEOMETRY,COMPLEX,geometry,95
MISMATCH_OF_UNDERLYING_EDGE_GEOMETRY,COMPLEX,geometry,95
MISMATCH_OF_UNDERLYING_FACE_GEOMETRY,COMPLEX,geometry,95
MULTIPLY_DEFINED_GEOMETRY,COMPLEX,geometry,95
MULTIPLY_DEFINED_SURFACES,COMPLEX,geometry,95
NARROW_SURFACE_PATCH,COMPLEX,geometry,95
NEARLY_DEGENERATE_GEOMETRY,COMPLEX,geometry,95
NEARLY_DEGENERATE_SURFACE_BOUNDARY,COMPLEX,geometry,95
NEARLY_DEGENERATE_SURFACE_PATCH,COMPLEX,geometry,95
NON_SMOOTH_GEOMETRY_TRANSITION_ACROSS_EDGE,COMPLEX,geometry,95
OVERCOMPLEX_GEOMETRY,COMPLEX,geometry,95
OVERLAPPING_GEOMETRY,COMPLEX,geometry,95
PARTLY_OVERLAPPING_SURFACES,COMPLEX,geometry,95
PLANAR_CURVE_PAIR,COMPLEX,geometry,95
PLANAR_CURVE_PAIR_RANGE,COMPLEX,geometry,95
POINT_ON_EDGE_CURVE,COMPLEX,geometry,95
POINT_ON_FACE_SURFACE,COMPLEX,geometry,95
POINT_ON_PLANAR_CURVE_PAIR,COMPLEX,geometry,95
POINT_ON_PLANAR_CURVE_PAIR_VALUE,COMPLEX,geometry,95
POINT_ON_PLANAR_CURVE_PAIR_WITH_RANGE,COMPLEX,geometry,95
POINT_ON_SURFACE,COMPLEX,geometry,95
POINT_ON_SURFACE_PAIR,COMPLEX,geometry,95
POINT_ON_SURFACE_PAIR_VALUE,COMPLEX,geometry,95
POINT_ON_SURFACE_PAIR_WITH_RANGE,COMPLEX,geometry,95
PRE_DEFINED_SURFACE_CONDITION_SYMBOL,COMPLEX,geometry,95
PRE_DEFINED_SURFACE_SIDE_STYLE,COMPLEX,geometry,95
RATIONAL_B_SPLINE_VOLUME,COMPLEX,geometry,95
RATIONAL_LOCALLY_REFINED_SPLINE_SURFACE,COMPLEX,geometry,95
RECTANGULAR_COMPOSITE_SURFACE_TRANSITION_LOCATOR,COMPLEX,geometry,95
REPARAMETRISED_COMPOSITE_CURVE_SEGMENT,COMPLEX,geometry,95
ROLLING_CURVE_PAIR,COMPLEX,geometry,95
ROLLING_CURVE_PAIR_VALUE,COMPLEX,geometry,95
ROLLING_SURFACE_PAIR,COMPLEX,geometry,95
ROLLING_SURFACE_PAIR_VALUE,COMPLEX,geometry,95
RULED_SURFACE_SWEPT_AREA_SOLID,COMPLEX,geometry,95
SELF_INTERSECTING_GEOMETRY,COMPLEX,geometry,95
SELF_INTERSECTING_SURFACE,COMPLEX,geometry,95
SHORT_LENGTH_CURVE_SEGMENT,COMPLEX,geometry,95
SLIDING_CURVE_PAIR,COMPLEX,geometry,95
SLIDING_CURVE_PAIR_VALUE,COMPLEX,geometry,95
SLIDING_SURFACE_PAIR,COMPLEX,geometry,95
SLIDING_SURFACE_PAIR_VALUE,COMPLEX,geometry,95
SMALL_AREA_SURFACE,COMPLEX,geometry,95
SMALL_AREA_SURFACE_PATCH,COMPLEX,geometry,95
SOLID_CURVE_FONT,COMPLEX,geometry,95
STEEP_GEOMETRY_TRANSITION_ACROSS_EDGE,COMPLEX,geometry,95
SURFACE_CONDITION_CALLOUT,COMPLEX,geometry,95
SURFACE_CURVE_SWEPT_SURFACE,COMPLEX,geometry,95
SURFACE_DISTANCE_ASSEMBLY_CONSTRAINT_WITH_DIMENSION,COMPLEX,geometry,95
SURFACE_DISTANCE_GEOMETRIC_CONSTRAINT,COMPLEX,geometry,95
SURFACE_PAIR,COMPLEX,geometry,95
SURFACE_PAIR_WITH_RANGE,COMPLEX,geometry,95
SURFACE_PATCH_SET,COMPLEX,geometry,95
SURFACE_PROFILE_TOLERANCE,COMPLEX,geometry,95
SURFACE_RENDERING_PROPERTIES,COMPLEX,geometry,95
SURFACE_SMOOTHNESS_GEOMETRIC_CONSTRAINT,COMPLEX,geometry,95
SURFACE_STYLE_REFLECTANCE_AMBIENT_DIFFUSE,COMPLEX,geometry,95
SURFACE_STYLE_REFLECTANCE_AMBIENT_DIFFUSE_SPECULAR,COMPLEX,geometry,95
SURFACE_WITH_EXCESSIVE_PATCHES_IN_ONE_DIRECTION,COMPLEX,geometry,95
SURFACE_WITH_SMALL_CURVATURE_RADIUS,COMPLEX,geometry,95
SWEPT_CURVE_SURFACE_GEOMETRIC_CONSTRAINT,COMPLEX,geometry,95
SWEPT_POINT_CURVE_GEOMETRIC_CONSTRAINT,COMPLEX,geometry,95
SWEPT_SURFACE,COMPLEX,geometry,95
TESSELLATED_CURVE_SET,COMPLEX,geometry,95
TESSELLATED_POINT_SET,COMPLEX,geometry,95
TESSELLATED_SURFACE_SET,COMPLEX,geometry,95
TOPOLOGY_RELATED_TO_MULTIPLY_DEFINED_GEOMETRY,COMPLEX,geometry,95
TOPOLOGY_RELATED_TO_NEARLY_DEGENERATE_GEOMETRY,COMPLEX,geometry,95
TOPOLOGY_RELATED_TO_OVERLAPPING_GEOMETRY,COMPLEX,geometry,95
TOPOLOGY_RELATED_TO_SELF_INTERSECTING_GEOMETRY,COMPLEX,geometry,95
TRIANGULATED_POINT_CLOUD_DATASET,COMPLEX,geometry,95
TRIANGULATED_SURFACE_SET,COMPLEX,geometry,95
ZERO_SURFACE_NORMAL,COMPLEX,geometry,95
BREAKDOWN_ELEMENT_GROUP_ASSIGNMENT,MEDIUM,fea,90
COMPLEX_SHELLED_SOLID,COMPLEX,topology,90
CONCEPT_FEATURE_RELATIONSHIP,MEDIUM,fea,90
CONCEPT_FEATURE_RELATIONSHIP_WITH_CONDITION,MEDIUM,fea,90
CONTACT_FEATURE_DEFINITION,MEDIUM,fea,90
CONTACT_FEATURE_DEFINITION_FIT_RELATIONSHIP,MEDIUM,fea,90
CONTACT_FEATURE_FIT_RELATIONSHIP,MEDIUM,fea,90
CUBIC_TESSELLATED_CONNECTING_EDGE,COMPLEX,topology,90
CURRENT_CHANGE_ELEMENT_ASSIGNMENT,MEDIUM,fea,90
DIFFERENT_NUMBER_OF_CLOSED_SHELL,COMPLEX,topology,90
DISCONNECTED_FACE_SET,COMPLEX,topology,90
DOUBLE_OFFSET_SHELLED_SOLID,COMPLEX,topology,90
EDGE_BLENDED_SOLID,COMPLEX,topology,90
EDGE_ROUND,COMPLEX,topology,90
EDGE_WITH_EXCESSIVE_SEGMENTS,COMPLEX,topology,90
EDGE_WITH_LENGTH,COMPLEX,topology,90
ENTIRELY_NARROW_FACE,COMPLEX,topology,90
ERRONEOUS_TOPOLOGY,COMPLEX,topology,90
EXTERNALLY_DEFINED_FEATURE_DEFINITION,MEDIUM,fea,90
EXTRUDED_FACE_SOLID_WITH_DRAFT_ANGLE,COMPLEX,topology,90
EXTRUDED_FACE_SOLID_WITH_MULTIPLE_DRAFT_ANGLES,COMPLEX,topology,90
EXTRUDED_FACE_SOLID_WITH_TRIM_CONDITIONS,COMPLEX,topology,90
FACETED_BREP,COMPLEX,topology,90
FACETED_PRIMITIVE,COMPLEX,topology,90
FACE_OUTER_BOUND,COMPLEX,topology,90
FEATURE_DEFINITION,MEDIUM,fea,90
FEATURE_DEFINITION_WITH_CONNECTION_AREA,MEDIUM,fea,90
FLAT_FACE,COMPLEX,topology,90
FREE_EDGE,COMPLEX,topology,90
