entity,complexity,domain,priority
MACHINING_PROCESS_EXECUTABLE,SIMPLE,action,165
PROCESS_OPERATION,SIMPLE,action,165
PROCESS_PLAN,SIMPLE,action,165
PROPERTY_PROCESS,SIMPLE,action,165
REQUIREMENT_FOR_ACTION_RESOURCE,SIMPLE,action,165
RULE_ACTION,SIMPLE,action,165
STEP,SIMPLE,action,165
SUMMARY_REPORT_REQUEST,SIMPLE,action,165
SUMMARY_REPORT_REQUEST_WITH_NUMBER_OF_INSTANCES,SIMPLE,action,165
VERSIONED_ACTION_REQUEST,SIMPLE,action,165
AGGREGATE_ID_ATTRIBUTE,SIMPLE,classification,160
APPLIED_AREA,SIMPLE,classification,160
APPLIED_DOCUMENT_REFERENCE,SIMPLE,classification,160
APPLIED_PRESENTED_ITEM,SIMPLE,classification,160
APPLIED_USAGE_RIGHT,SIMPLE,classification,160
ARRAY_PLACEMENT_GROUP,SIMPLE,classification,160
CC_DESIGN_SECURITY_CLASSIFICATION,SIMPLE,classification,160
CHANGE_GROUP,SIMPLE,classification,160
EXCESSIVE_USE_OF_GROUPS,SIMPLE,classification,160
EXTERNAL_CLASS_LIBRARY,SIMPLE,classification,160
MESSAGE_CONTENTS_GROUP,SIMPLE,classification,160
RULE_SET_GROUP,SIMPLE,classification,160
SECURITY_CLASSIFICATION,SIMPLE,classification,160
SECURITY_CLASSIFICATION_LEVEL,SIMPLE,classification,160
SIMULTANEOUS_CONSTRAINT_GROUP,SIMPLE,classification,160
STATECHAR_APPLIED_OBJECT,SIMPLE,classification,160
STATECHAR_TYPE_APPLIED_OBJECT,SIMPLE,classification,160
TERMINAL_LOCATION_GROUP,SIMPLE,classification,160
VALIDATION_SOFTWARE_IDENTIFICATION,SIMPLE,classification,160
A3MA_EQUIVALENCE_INSPECTION_RESULT,SIMPLE,validation,155
A3MS_EQUIVALENCE_INSPECTION_RESULT,SIMPLE,validation,155
A3M_EQUIVALENCE_ACCURACY_ASSOCIATION,SIMPLE,validation,155
A3M_EQUIVALENCE_ASSESSMENT_BY_LOGICAL_TEST,SIMPLE,validation,155
A3M_EQUIVALENCE_ASSESSMENT_BY_NUMERICAL_TEST,SIMPLE,validation,155
A3M_EQUIVALENCE_CRITERION,SIMPLE,validation,155
A3M_EQUIVALENCE_INSPECTION_INSTANCE_REPORT_ITEM,SIMPLE,validation,155
A3M_EQUIVALENCE_INSPECTION_REQUIREMENT_WITH_VALUES,SIMPLE,validation,155
BOOLEAN_RESULT_2D,SIMPLE,validation,155
DATA_EQUIVALENCE_INSPECTION_CRITERION_REPORT,SIMPLE,validation,155
DATA_EQUIVALENCE_INSPECTION_CRITERION_REPORT_ITEM,SIMPLE,validation,155
DATA_EQUIVALENCE_INSPECTION_INSTANCE_REPORT,SIMPLE,validation,155
DATA_EQUIVALENCE_INSPECTION_INSTANCE_REPORT_ITEM,SIMPLE,validation,155
DATA_EQUIVALENCE_INSPECTION_REPORT,SIMPLE,validation,155
DATA_EQUIVALENCE_INSPECTION_REQUIREMENT,SIMPLE,validation,155
DATA_EQUIVALENCE_INSPECTION_RESULT,SIMPLE,validation,155
DATA_EQUIVALENCE_INSPECTION_RESULT_WITH_JUDGEMENT,SIMPLE,validation,155
DATA_QUALITY_INSPECTION_CRITERION_REPORT,SIMPLE,validation,155
DATA_QUALITY_INSPECTION_CRITERION_REPORT_ITEM,SIMPLE,validation,155
DATA_QUALITY_INSPECTION_INSTANCE_REPORT,SIMPLE,validation,155
DATA_QUALITY_INSPECTION_INSTANCE_REPORT_ITEM,SIMPLE,validation,155
DATA_QUALITY_INSPECTION_REPORT,SIMPLE,validation,155
DATA_QUALITY_INSPECTION_RESULT,SIMPLE,validation,155
DATA_QUALITY_INSPECTION_RESULT_WITH_JUDGEMENT,SIMPLE,validation,155
EXTERNALLY_CONDITIONED_DATA_QUALITY_INSPECTION_INSTANCE_REPORT_ITEM,SIMPLE,validation,155
EXTERNALLY_CONDITIONED_DATA_QUALITY_INSPECTION_RESULT,SIMPLE,validation,155
RESULTING_PATH,SIMPLE,validation,155
VALIDATION,SIMPLE,validation,155
VERIFICATION,SIMPLE,validation,155
AGC_WITH_DIMENSION,SIMPLE,tolerance,150
ANGULARITY_TOLERANCE,SIMPLE,tolerance,150
ANGULAR_DIMENSION,SIMPLE,tolerance,150
CDGC_WITH_DIMENSION,SIMPLE,tolerance,150
CHARACTERISTIC_DATA_TABLE_HEADER_DECOMPOSITION,SIMPLE,tolerance,150
CIRCULAR_RUNOUT_TOLERANCE,SIMPLE,tolerance,150
CLGC_WITH_DIMENSION,SIMPLE,tolerance,150
COAXIALITY_TOLERANCE,SIMPLE,tolerance,150
COMMON_DATUM,SIMPLE,tolerance,150
CONCENTRICITY_TOLERANCE,SIMPLE,tolerance,150
CYLINDRICITY_TOLERANCE,SIMPLE,tolerance,150
DATUM_FEATURE_CALLOUT,SIMPLE,tolerance,150
DATUM_REFERENCE_ELEMENT,SIMPLE,tolerance,150
DATUM_TARGET_CALLOUT,SIMPLE,tolerance,150
DEFAULT_TOLERANCE_TABLE,SIMPLE,tolerance,150
DEFAULT_TOLERANCE_TABLE_CELL,SIMPLE,tolerance,150
DIAMETER_DIMENSION,SIMPLE,tolerance,150
DIMENSIONAL_LOCATION_WITH_DATUM_FEATURE,SIMPLE,tolerance,150
DIMENSIONAL_LOCATION_WITH_PATH,SIMPLE,tolerance,150
DIMENSIONAL_SIZE_WITH_DATUM_FEATURE,SIMPLE,tolerance,150
DIMENSIONAL_SIZE_WITH_PATH,SIMPLE,tolerance,150
DIMENSION_CALLOUT,SIMPLE,tolerance,150
DIMENSION_PAIR,SIMPLE,tolerance,150
DIMENSION_RELATED_TOLERANCE_ZONE_ELEMENT,SIMPLE,tolerance,150
DIRECTED_DIMENSIONAL_LOCATION,SIMPLE,tolerance,150
DIRECTED_TOLERANCE_ZONE,SIMPLE,tolerance,150
FLATNESS_TOLERANCE,SIMPLE,tolerance,150
GENERAL_DATUM_REFERENCE,SIMPLE,tolerance,150
GEOMETRICAL_TOLERANCE_CALLOUT,SIMPLE,tolerance,150
GEOMETRIC_TOLERANCE_AUXILIARY_CLASSIFICATION,SIMPLE,tolerance,150
GEOMETRIC_TOLERANCE_WITH_DEFINED_UNIT,SIMPLE,tolerance,150
GEOMETRIC_TOLERANCE_WITH_MODIFIERS,SIMPLE,tolerance,150
LEADER_DIRECTED_DIMENSION,SIMPLE,tolerance,150
MODIFIED_GEOMETRIC_TOLERANCE,SIMPLE,tolerance,150
ORDINATE_DIMENSION,SIMPLE,tolerance,150
PARALLELISM_TOLERANCE,SIMPLE,tolerance,150
PDGC_WITH_DIMENSION,SIMPLE,tolerance,150
PERPENDICULARITY_TOLERANCE,SIMPLE,tolerance,150
PGC_WITH_DIMENSION,SIMPLE,tolerance,150
PLACED_DATUM_TARGET_FEATURE,SIMPLE,tolerance,150
POGC_WITH_DIMENSION,SIMPLE,tolerance,150
POSITIONED_SKETCH,SIMPLE,tolerance,150
POSITION_TOLERANCE,SIMPLE,tolerance,150
RADIUS_DIMENSION,SIMPLE,tolerance,150
RECTANGULAR_AREA,SIMPLE,tolerance,150
RECTANGULAR_ARRAY_PLACEMENT_GROUP_COMPONENT,SIMPLE,tolerance,150
RECTANGULAR_PATTERN,SIMPLE,tolerance,150
RECTANGULAR_PYRAMID,SIMPLE,tolerance,150
REFERENCED_MODIFIED_DATUM,SIMPLE,tolerance,150
REPOSITIONED_NEUTRAL_SKETCH,SIMPLE,tolerance,150
RGC_WITH_DIMENSION,SIMPLE,tolerance,150
ROUNDNESS_TOLERANCE,SIMPLE,tolerance,150
RUNOUT_ZONE_ORIENTATION,SIMPLE,tolerance,150
SDGC_WITH_DIMENSION,SIMPLE,tolerance,150
SOLID_WITH_INCOMPLETE_RECTANGULAR_PATTERN,SIMPLE,tolerance,150
SOLID_WITH_RECTANGULAR_PATTERN,SIMPLE,tolerance,150
SOLID_WITH_RECTANGULAR_POCKET,SIMPLE,tolerance,150
SOLID_WITH_RECTANGULAR_PROTRUSION,SIMPLE,tolerance,150
STRAIGHTNESS_TOLERANCE,SIMPLE,tolerance,150
STRICT_TRIANGULAR_MATRIX,SIMPLE,tolerance,150
SYMMETRY_TOLERANCE,SIMPLE,tolerance,150
THREAD_RUNOUT,SIMPLE,tolerance,150
TOLERANCE_ZONE_WITH_DATUM,SIMPLE,tolerance,150
TOTAL_RUNOUT_TOLERANCE,SIMPLE,tolerance,150
TRIANGULAR_MATRIX,SIMPLE,tolerance,150
UNEQUALLY_DISPOSED_GEOMETRIC_TOLERANCE,SIMPLE,tolerance,150
CHARACTERISTIC_DATA_COLUMN_HEADER_LINK,SIMPLE,kinematic,145
CYLINDRICAL_11,SIMPLE,kinematic,145
CYLINDRICAL_PAIR_VALUE,SIMPLE,kinematic,145
CYLINDRICAL_PAIR_WITH_RANGE,SIMPLE,kinematic,145
CYLINDRICAL_VOLUME,SIMPLE,kinematic,145
DATA_EQUIVALENCE_INSPECTED_ELEMENT_PAIR,SIMPLE,kinematic,145
FULLY_CONSTRAINED_PAIR,SIMPLE,kinematic,145
GEAR,SIMPLE,kinematic,145
GEAR_PAIR_VALUE,SIMPLE,kinematic,145
HIGH_ORDER_KINEMATIC_PAIR,SIMPLE,kinematic,145
HOMOKINETIC_PAIR,SIMPLE,kinematic,145
KINEMATIC_ANALYSIS_CONSISTENCY,SIMPLE,kinematic,145
KINEMATIC_ANALYSIS_RESULT,SIMPLE,kinematic,145
KINEMATIC_CONTROL,SIMPLE,kinematic,145
KINEMATIC_PATH_DEFINED_BY_NODES,SIMPLE,kinematic,145
KINEMATIC_PATH_SEGMENT,SIMPLE,kinematic,145
LOW_ORDER_KINEMATIC_PAIR,SIMPLE,kinematic,145
LOW_ORDER_KINEMATIC_PAIR_VALUE,SIMPLE,kinematic,145
LOW_ORDER_KINEMATIC_PAIR_WITH_MOTION_COUPLING,SIMPLE,kinematic,145
PAIR_VALUE,SIMPLE,kinematic,145
PRISMATIC_PAIR_VALUE,SIMPLE,kinematic,145
PRISMATIC_PAIR_WITH_RANGE,SIMPLE,kinematic,145
RACK_AND_PINION_PAIR_VALUE,SIMPLE,kinematic,145
RACK_AND_PINION_PAIR_WITH_RANGE,SIMPLE,kinematic,145
REVOLUTE_PAIR_VALUE,SIMPLE,kinematic,145
REVOLUTE_PAIR_WITH_RANGE,SIMPLE,kinematic,145
SCREW_PAIR_VALUE,SIMPLE,kinematic,145
SCREW_PAIR_WITH_RANGE,SIMPLE,kinematic,145
SPHERICAL_CAP,SIMPLE,kinematic,145
SPHERICAL_PAIR_VALUE,SIMPLE,kinematic,145
SPHERICAL_PAIR_WITH_PIN,SIMPLE,kinematic,145
SPHERICAL_PAIR_WITH_PIN_AND_RANGE,SIMPLE,kinematic,145
SPHERICAL_PAIR_WITH_RANGE,SIMPLE,kinematic,145
SPHERICAL_VOLUME,SIMPLE,kinematic,145
UNCONSTRAINED_PAIR,SIMPLE,kinematic,145
UNCONSTRAINED_PAIR_VALUE,SIMPLE,kinematic,145
UNIVERSAL_PAIR_VALUE,SIMPLE,kinematic,145
UNIVERSAL_PAIR_WITH_RANGE,SIMPLE,kinematic,145
A3MS_EQUIVALENCE_CRITERION_WITH_SPECIFIED_ELEMENTS,SIMPLE,fea,140
A3M_EQUIVALENCE_CRITERION_WITH_SPECIFIED_ELEMENTS,SIMPLE,fea,140
ADD_ELEMENT,SIMPLE,fea,140
BREAKDOWN_ELEMENT_REALIZATION,SIMPLE,fea,140
BREAKDOWN_ELEMENT_USAGE,SIMPLE,fea,140
CHANGE_ELEMENT,SIMPLE,fea,140
CHANGE_ELEMENT_SEQUENCE,SIMPLE,fea,140
COMPOUND_FEATURE,SIMPLE,fea,140
CONCEPT_FEATURE_OPERATOR,SIMPLE,fea,140
CONDITIONAL_CONCEPT_FEATURE,SIMPLE,fea,140
CONTACTING_FEATURE,SIMPLE,fea,140
CONTACT_FEATURE,SIMPLE,fea,140
DEFINITE_INTEGRAL_EXPRESSION,SIMPLE,fea,140
DEFINITE_INTEGRAL_FUNCTION,SIMPLE,fea,140
DELETE_ELEMENT,SIMPLE,fea,140
DIFFERENT_NUMBER_OF_GEOMETRIC_ELEMENTS,SIMPLE,fea,140
DIFFERENT_NUMBER_OF_TOPOLOGICAL_ELEMENTS,SIMPLE,fea,140
ELEMENTARY_FUNCTION,SIMPLE,fea,140
ELEMENTARY_SPACE,SIMPLE,fea,140
FEATURE_IN_PANEL,SIMPLE,fea,140
FEATURE_PATTERN,SIMPLE,fea,140
FINITE_FUNCTION,SIMPLE,fea,140
FINITE_INTEGER_INTERVAL,SIMPLE,fea,140
FINITE_REAL_INTERVAL,SIMPLE,fea,140
FINITE_SPACE,SIMPLE,fea,140
FIXED_ELEMENT_GEOMETRIC_CONSTRAINT,SIMPLE,fea,140
FUNCTIONAL_ELEMENT_USAGE,SIMPLE,fea,140
GENERAL_FEATURE,SIMPLE,fea,140
GENERATED_FINITE_NUMERIC_SPACE,SIMPLE,fea,140
HARNESS_NODE,SIMPLE,fea,140
IMPORTED_VOLUME_FUNCTION,SIMPLE,fea,140
INAPPROPRIATE_ELEMENT_VISIBILITY,SIMPLE,fea,140
INCONSISTENT_ELEMENT_REFERENCE,SIMPLE,fea,140
INDIRECTLY_SELECTED_ELEMENTS,SIMPLE,fea,140
INSTANCED_FEATURE,SIMPLE,fea,140
MODIFY_ELEMENT,SIMPLE,fea,140
PATH_NODE,SIMPLE,fea,140
PHYSICAL_ELEMENT_USAGE,SIMPLE,fea,140
PLACED_FEATURE,SIMPLE,fea,140
REPLICATE_FEATURE,SIMPLE,fea,140
SYSTEM_ELEMENT_USAGE,SIMPLE,fea,140
TERMINAL_FEATURE,SIMPLE,fea,140
TRANSITION_FEATURE,SIMPLE,fea,140
TRANSPORT_FEATURE,SIMPLE,fea,140
USER_SELECTED_ELEMENTS,SIMPLE,fea,140
WRONG_ELEMENT_NAME,SIMPLE,fea,140
ZONE_ELEMENT_USAGE,SIMPLE,fea,140
ADDITIVE_MANUFACTURING_SETUP,SIMPLE,manufacturing,135
ADDITIVE_MANUFACTURING_SUPPORT_STRUCTURE_GEOMETRY_RELATIONSHIP,MEDIUM,geometry,135
ATTACHMENT_SLOT_AS_PLANNED,SIMPLE,manufacturing,135
ATTACHMENT_SLOT_AS_REALIZED,SIMPLE,manufacturing,135
ATTACHMENT_SLOT_DESIGN,SIMPLE,manufacturing,135
ATTACHMENT_SLOT_DESIGN_TO_PLANNED,SIMPLE,manufacturing,135
ATTACHMENT_SLOT_DESIGN_TO_REALIZED,SIMPLE,manufacturing,135
ATTACHMENT_SLOT_PLANNED_TO_REALIZED,SIMPLE,manufacturing,135
BARRING_HOLE,SIMPLE,manufacturing,135
CHAMFER,SIMPLE,manufacturing,135
CHAMFER_OFFSET,SIMPLE,manufacturing,135
COMPOSITE_HOLE,SIMPLE,manufacturing,135
CONNECTION_ZONE_INTERFACE_PLANE_RELATIONSHIP,MEDIUM,geometry,135
CONSTRUCTIVE_GEOMETRY_REPRESENTATION,MEDIUM,geometry,135
CONSTRUCTIVE_GEOMETRY_REPRESENTATION_RELATIONSHIP,MEDIUM,geometry,135
COUNTERBORE_HOLE_OCCURRENCE,SIMPLE,manufacturing,135
COUNTERDRILL_HOLE_OCCURRENCE,SIMPLE,manufacturing,135
COUNTERSINK_HOLE_OCCURRENCE,SIMPLE,manufacturing,135
CURVE_STYLE_PARAMETERS_REPRESENTATION,MEDIUM,geometry,135
CURVE_SWEPT_SOLID_SHAPE_REPRESENTATION,MEDIUM,geometry,135
DIRECTION_SHAPE_REPRESENTATION,MEDIUM,geometry,135
DRAWING_SHEET_LAYOUT,SIMPLE,manufacturing,135
DRAWING_SHEET_REVISION,SIMPLE,manufacturing,135
DRAWING_SHEET_REVISION_SEQUENCE,SIMPLE,manufacturing,135
DRAWING_SHEET_REVISION_USAGE,SIMPLE,manufacturing,135
ERRONEOUS_B_SPLINE_CURVE_DEFINITION,MEDIUM,geometry,135
ERRONEOUS_B_SPLINE_SURFACE_DEFINITION,MEDIUM,geometry,135
ERRONEOUS_TOPOLOGY_AND_GEOMETRY_RELATIONSHIP,MEDIUM,geometry,135
EXPLICIT_COMPOSITE_HOLE,SIMPLE,manufacturing,135
EXPLICIT_ROUND_HOLE,SIMPLE,manufacturing,135
FILLET,SIMPLE,manufacturing,135
GEOMETRICALLY_BOUNDED_SURFACE_SHAPE_REPRESENTATION,MEDIUM,geometry,135
HOLE_BOTTOM,SIMPLE,manufacturing,135
HOLE_IN_PANEL,SIMPLE,manufacturing,135
INAPT_TOPOLOGY_AND_GEOMETRY_RELATIONSHIP,MEDIUM,geometry,135
LINEAR_ARRAY_COMPONENT_DEFINITION_LINK,MEDIUM,geometry,135
LINEAR_FLEXIBLE_LINK_REPRESENTATION,MEDIUM,geometry,135
MANIFOLD_SUBSURFACE_SHAPE_REPRESENTATION,MEDIUM,geometry,135
MANIFOLD_SURFACE_SHAPE_REPRESENTATION,MEDIUM,geometry,135
NEAR_POINT_RELATIONSHIP,MEDIUM,geometry,135
NON_MANIFOLD_SURFACE_SHAPE_REPRESENTATION,MEDIUM,geometry,135
OVERCOMPLEX_TOPOLOGY_AND_GEOMETRY_RELATIONSHIP,MEDIUM,geometry,135
POCKET,SIMPLE,manufacturing,135
POCKET_BOTTOM,SIMPLE,manufacturing,135
POINT_PLACEMENT_SHAPE_REPRESENTATION,MEDIUM,geometry,135
RATIONAL_REPRESENTATION_ITEM,MEDIUM,geometry,135
REPRESENTATION_RELATIONSHIP_WITH_TRANSFORMATION,MEDIUM,geometry,135
ROUND_HOLE,SIMPLE,manufacturing,135
SLOT,SIMPLE,manufacturing,135
SLOT_END,SIMPLE,manufacturing,135
SURFACE_TEXTURE_REPRESENTATION,MEDIUM,geometry,135
ADVANCED_BREP_SHAPE_REPRESENTATION,MEDIUM,topology,130
CONNECTED_EDGE_WITH_LENGTH_SET_REPRESENTATION,MEDIUM,topology,130
EDGE_BASED_WIREFRAME_SHAPE_REPRESENTATION,MEDIUM,topology,130
ELEMENTARY_BREP_SHAPE_REPRESENTATION,MEDIUM,topology,130
ERRONEOUS_MANIFOLD_SOLID_BREP,MEDIUM,topology,130
FACETED_BREP_SHAPE_REPRESENTATION,MEDIUM,topology,130
FACE_SHAPE_REPRESENTATION,MEDIUM,topology,130
FACE_SHAPE_REPRESENTATION_RELATIONSHIP,MEDIUM,topology,130
GEOMETRICALLY_BOUNDED_2D_WIREFRAME_REPRESENTATION,MEDIUM,topology,130
GEOMETRICALLY_BOUNDED_WIREFRAME_SHAPE_REPRESENTATION,MEDIUM,topology,130
GEOMETRIC_CONTACT,SIMPLE,organization,130
INAPT_MANIFOLD_SOLID_BREP,MEDIUM,topology,130
INTERFACE_CONNECTOR_DEFINITION,MEDIUM,topology,130
INTERFACE_DEFINITION_CONNECTION,MEDIUM,topology,130
INTERFACE_DEFINITION_FOR,MEDIUM,topology,130
INTERFACE_SPECIFICATION_DEFINITION,MEDIUM,topology,130
KINEMATIC_PROPERTY_TOPOLOGY_REPRESENTATION,MEDIUM,topology,130
ORGANIZATIONAL_ADDRESS,SIMPLE,organization,130
ORGANIZATIONAL_PROJECT,SIMPLE,organization,130
ORGANIZATION_TYPE,SIMPLE,organization,130
PERSONAL_ADDRESS,SIMPLE,organization,130
PERSON_AND_ORGANIZATION,SIMPLE,organization,130
SHELL_BASED_WIREFRAME_SHAPE_REPRESENTATION,MEDIUM,topology,130
SIMPLIFIED_SPOTFACE_HOLE_DEFINITION,MEDIUM,topology,130
SINGLE_BOUNDARY_CSG_2D_SHAPE_REPRESENTATION,MEDIUM,topology,130
SPOTFACE_DEFINITION,MEDIUM,topology,130
SPOTFACE_HOLE_DEFINITION,MEDIUM,topology,130
A3MA_ASSEMBLY_AND_SHAPE_CRITERIA_RELATIONSHIP,MEDIUM,product,125
A3M_EQUIVALENCE_CRITERION_FOR_ASSEMBLY,MEDIUM,product,125
A3M_EQUIVALENCE_CRITERION_FOR_SHAPE,MEDIUM,product,125
A3M_EQUIVALENCE_CRITERION_OF_ASSEMBLY_DATA_STRUCTURE,MEDIUM,product,125
A3M_EQUIVALENCE_CRITERION_OF_COMPONENT_PROPERTY_DIFFERENCE,MEDIUM,product,125
A3M_EQUIVALENCE_CRITERION_OF_DETAILED_ASSEMBLY_DATA_CONTENT,MEDIUM,product,125
A3M_EQUIVALENCE_CRITERION_OF_DETAILED_SHAPE_DATA_CONTENT,MEDIUM,product,125
A3M_EQUIVALENCE_CRITERION_OF_REPRESENTATIVE_ASSEMBLY_PROPERTY_VALUE,MEDIUM,product,125
A3M_EQUIVALENCE_CRITERION_OF_REPRESENTATIVE_SHAPE_PROPERTY_VALUE,MEDIUM,product,125
A3M_EQUIVALENCE_CRITERION_OF_SHAPE_DATA_STRUCTURE,MEDIUM,product,125
A3M_INSPECTED_MODEL_AND_INSPECTION_RESULT_RELATIONSHIP,MEDIUM,product,125
ALL_AROUND_SHAPE_ASPECT,MEDIUM,product,125
ASSEMBLY_BOND_DEFINITION,MEDIUM,product,125
ASSEMBLY_COMPONENT,MEDIUM,product,125
ASSEMBLY_COMPONENT_USAGE,MEDIUM,product,125
ASSEMBLY_COMPONENT_USAGE_SUBSTITUTE,MEDIUM,product,125
ASSEMBLY_GEOMETRIC_CONSTRAINT,MEDIUM,product,125
ASSEMBLY_GROUP_COMPONENT,MEDIUM,product,125
ASSEMBLY_GROUP_COMPONENT_DEFINITION_PLACEMENT_LINK,MEDIUM,product,125
ASSEMBLY_JOINT,MEDIUM,product,125
ASSEMBLY_SHAPE_CONSTRAINT,MEDIUM,product,125
ASSEMBLY_SHAPE_CONSTRAINT_ITEM_RELATIONSHIP,MEDIUM,product,125
ASSEMBLY_SHAPE_JOINT,MEDIUM,product,125
ASSEMBLY_SHAPE_JOINT_ITEM_RELATIONSHIP,MEDIUM,product,125
BETWEEN_SHAPE_ASPECT,MEDIUM,product,125
BINARY_ASSEMBLY_CONSTRAINT,MEDIUM,product,125
COAXIAL_ASSEMBLY_CONSTRAINT,MEDIUM,product,125
COMPONENT_FEATURE_RELATIONSHIP,MEDIUM,product,125
COMPONENT_PATH_SHAPE_ASPECT,MEDIUM,product,125
COMPOSITE_ASSEMBLY_SEQUENCE_DEFINITION,MEDIUM,product,125
COMPOSITE_ASSEMBLY_TABLE,MEDIUM,product,125
COMPOSITE_GROUP_SHAPE_ASPECT,MEDIUM,product,125
CONDITIONAL_EFFECTIVITY,SIMPLE,date_time,125
CONFIGURATION_ITEM_HIERARCHICAL_RELATIONSHIP,MEDIUM,product,125
CONFIGURATION_ITEM_RELATIONSHIP,MEDIUM,product,125
CONNECTION_ZONE_BASED_ASSEMBLY_JOINT,MEDIUM,product,125
CONNECTIVITY_DEFINITION_ITEM_RELATIONSHIP,MEDIUM,product,125
CONSTITUENT_SHAPE_ASPECT,MEDIUM,product,125
CONTINUOUS_SHAPE_ASPECT,MEDIUM,product,125
COUNTERBORE_HOLE_OCCURRENCE_IN_ASSEMBLY,MEDIUM,product,125
COUNTERDRILL_HOLE_OCCURRENCE_IN_ASSEMBLY,MEDIUM,product,125
COUNTERSINK_HOLE_OCCURRENCE_IN_ASSEMBLY,MEDIUM,product,125
CROSS_SECTIONAL_ALTERNATIVE_SHAPE_ELEMENT,MEDIUM,product,125
CROSS_SECTIONAL_GROUP_SHAPE_ELEMENT,MEDIUM,product,125
CROSS_SECTIONAL_GROUP_SHAPE_ELEMENT_WITH_LACING,MEDIUM,product,125
CROSS_SECTIONAL_GROUP_SHAPE_ELEMENT_WITH_TUBULAR_COVER,MEDIUM,product,125
CROSS_SECTIONAL_OCCURRENCE_SHAPE_ELEMENT,MEDIUM,product,125
CROSS_SECTIONAL_PART_SHAPE_ELEMENT,MEDIUM,product,125
CSG_PRIMITIVE_SOLID_2D,MEDIUM,product,125
CSG_SOLID_2D,MEDIUM,product,125
CYCLIDE_SEGMENT_SOLID,MEDIUM,product,125
DATE,SIMPLE,date_time,125
DATED_EFFECTIVITY,SIMPLE,date_time,125
DEFINITIONAL_PRODUCT_DEFINITION_USAGE,MEDIUM,product,125
DERIVED_SHAPE_ASPECT,MEDIUM,product,125
DIFFERENT_ANGLE_OF_ASSEMBLY_CONSTRAINT,MEDIUM,product,125
DIFFERENT_ASSEMBLY_CENTROID,MEDIUM,product,125
DIFFERENT_ASSEMBLY_CENTROID_USING_NOTIONAL_SOLID,MEDIUM,product,125
DIFFERENT_ASSEMBLY_CONSTRAINT_TYPE,MEDIUM,product,125
DIFFERENT_ASSEMBLY_VOLUME,MEDIUM,product,125
DIFFERENT_COMPONENT_SHAPE,MEDIUM,product,125
DIFFERENT_LENGTH_OF_ASSEMBLY_CONSTRAINT,MEDIUM,product,125
DISALLOWED_ASSEMBLY_RELATIONSHIP_USAGE,MEDIUM,product,125
ENTIRELY_NARROW_SOLID,MEDIUM,product,125
EVALUATION_PRODUCT_DEFINITION,MEDIUM,product,125
EXTERNALLY_DEFINED_ITEM_RELATIONSHIP,MEDIUM,product,125
FEATURE_COMPONENT_DEFINITION,MEDIUM,product,125
FEATURE_COMPONENT_RELATIONSHIP,MEDIUM,product,125
FIXED_CONSTITUENT_ASSEMBLY_CONSTRAINT,MEDIUM,product,125
GENERIC_PRODUCT_DEFINITION_REFERENCE,MEDIUM,product,125
GEOMETRIC_MODEL_ELEMENT_RELATIONSHIP,MEDIUM,product,125
INCIDENCE_ASSEMBLY_CONSTRAINT,MEDIUM,product,125
INDIRECTLY_SELECTED_SHAPE_ELEMENTS,MEDIUM,product,125
INTEGER_INTERVAL_FROM_MIN,SIMPLE,date_time,125
INTEGER_INTERVAL_TO_MAX,SIMPLE,date_time,125
INTERVAL_EXPRESSION,SIMPLE,date_time,125
ITEM_LINK_MOTION_RELATIONSHIP,MEDIUM,product,125
MISSING_ASSEMBLY_CONSTRAINT,MEDIUM,product,125
MODIFIED_SOLID,MEDIUM,product,125
MODIFIED_SOLID_WITH_PLACED_CONFIGURATION,MEDIUM,product,125
MULTIPLY_DEFINED_SOLIDS,MEDIUM,product,125
ORDINAL_DATE,SIMPLE,date_time,125
PARALLEL_ASSEMBLY_CONSTRAINT,MEDIUM,product,125
PARTLY_OVERLAPPING_SOLIDS,MEDIUM,product,125
PERPENDICULAR_ASSEMBLY_CONSTRAINT,MEDIUM,product,125
PRODUCT_CATEGORY_RELATIONSHIP,MEDIUM,product,125
PRODUCT_CONCEPT_RELATIONSHIP,MEDIUM,product,125
PRODUCT_DATA_AND_DATA_EQUIVALENCE_RELATIONSHIP,MEDIUM,product,125
PRODUCT_DATA_AND_DATA_QUALITY_RELATIONSHIP,MEDIUM,product,125
PRODUCT_DEFINITION_EFFECTIVITY,MEDIUM,product,125
PRODUCT_DEFINITION_ELEMENT_RELATIONSHIP,MEDIUM,product,125
PRODUCT_DEFINITION_FORMATION,MEDIUM,product,125
PRODUCT_DEFINITION_FORMATION_RELATIONSHIP,MEDIUM,product,125
PRODUCT_DEFINITION_FORMATION_RESOURCE,MEDIUM,product,125
PRODUCT_DEFINITION_FORMATION_WITH_SPECIFIED_SOURCE,MEDIUM,product,125
PRODUCT_DEFINITION_GROUP_ASSIGNMENT,MEDIUM,product,125
PRODUCT_DEFINITION_KINEMATICS,MEDIUM,product,125
PRODUCT_DEFINITION_OCCURRENCE,MEDIUM,product,125
PRODUCT_DEFINITION_OCCURRENCE_REFERENCE,MEDIUM,product,125
PRODUCT_DEFINITION_OCCURRENCE_RELATIONSHIP,MEDIUM,product,125
PRODUCT_DEFINITION_PROCESS,MEDIUM,product,125
PRODUCT_DEFINITION_REFERENCE,MEDIUM,product,125
PRODUCT_DEFINITION_RELATIONSHIP_KINEMATICS,MEDIUM,product,125
